統合・内分泌・代謝学,11,14,1,糖尿病の合併症,呼吸器内科学分野（内科Ⅰ）,助教,渡部拓
統合・内分泌・代謝学,11,14,2,糖尿病の診断と検査,免疫・代謝内科学分野（内科Ⅱ）,助教,曺圭龍
統合・内分泌・代謝学,11,14,3,糖尿病の治療（集約的治療、食事療法）,免疫・代謝内科学分野（内科Ⅱ）,講師,三好秀明
統合・内分泌・代謝学,11,14,4,間脳下垂体疾患（1）（総論、測定）,検査・輸血部,准教授,清水力
統合・内分泌・代謝学,11,15,1,脂質異常症,免疫・代謝内科学分野（内科Ⅱ）,講師,三好秀明
統合・内分泌・代謝学,11,15,2,副腎疾患,市立札幌病院糖尿病・内分泌内科,部長,和田典男
統合・内分泌・代謝学,11,15,3,内分泌外科（下垂体）,脳神経外科分野,講師,小林浩之
統合・内分泌・代謝学,11,16,1,副甲状腺疾患と骨代謝,免疫・代謝内科学分野（内科Ⅱ）,客員講師,永井聡
統合・内分泌・代謝学,11,16,2,間脳下垂体疾患（2）（前葉機能）,免疫・代謝内科学分野（内科Ⅱ）,客員講師,永井聡
統合・内分泌・代謝学,11,16,3,間脳下垂体疾患（3）（後葉機能、電解質異常）,免疫・代謝内科学分野（内科Ⅱ）,助教,中村昭伸
統合・内分泌・代謝学,11,16,4,肥満症、高尿酸血症,免疫・代謝内科学分野（内科Ⅱ）,助教,中村昭伸
統合・内分泌・代謝学,11,17,1,甲状腺疾患,KKR札幌医療センター斗南病院,センター長,木島弘道
統合・内分泌・代謝学,11,17,2,糖尿病の治療（治療薬）,免疫・代謝内科学分野（内科Ⅱ）,助教,曺圭龍
統合・内分泌・代謝学,11,17,3,小児内分泌疾患,小児科学分野,助教,石津桂
統合・内分泌・代謝学,11,17,4,内分泌外科（副腎）,腎泌尿器外科学分野,助教,宮島直人
統合・内分泌・代謝学,11,21,4,試験,免疫・代謝内科学分野（内科Ⅱ）,,
